Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
actomyosin	94	9.113589E-65	1.22645639202128E-63	2.319609	526	0.007375004	129	0.035356916705426	1.132688	54	55	0.003453127
ER-nucleus signaling pathway	598	2.782305E-52	4.85740204013378E-51	2.00752	588	0.0082443	327	0.000533833915596	1.141647	95	96	0.006074946
viral gene expression	693	4.263914E-44	6.42355875324675E-43	2.124373	429	0.006014974	417	0.003732740633094	1.129376	93	95	0.005947052
apoptotic mitochondrial changes	760	1.759325E-40	2.41675697368421E-39	2.139223	386	0.005412075	548	0.017126589481752	1.153664	49	49	0.003133393
translational termination	850	1.418011E-35	1.74165115764706E-34	2.022782	386	0.005412075	470	0.006939501319149	1.127739	87	89	0.005563371
positive regulation of nuclease activity	854	1.880834E-35	2.299286529274E-34	2.054358	370	0.00518774	533	0.015101953598499	1.136445	66	67	0.004220489
viral transcription	877	3.389702E-34	4.0351754709236E-33	2.047855	359	0.00503351	501	0.010612516311377	1.126519	83	85	0.005307584
regulation of DNA-dependent transcription in response to stress	889	1.077633E-33	1.26552176827897E-32	2.114656	327	0.004584841	618	0.041417811262136	1.153664	42	42	0.002685765
activation of signaling protein activity involved in unfolded protein response	922	2.362107E-32	2.67466345770065E-31	2.014146	353	0.004949384	551	0.018932968421053	1.135915	64	65	0.004092595
negative regulation of ERBB signaling pathway	944	1.57654E-31	1.7435463559322E-30	2.003865	348	0.00487928	618	0.041417811262136	1.153664	42	42	0.002685765
regulation of mRNA stability	991	5.301659E-30	5.58519878506559E-29	2.062721	307	0.004304422	627	0.047112856076555	1.153664	41	41	0.002621819
regulation of RNA stability	1016	3.384691E-29	3.47796988582677E-28	2.005607	320	0.004486694	597	0.032190472160804	1.153664	44	44	0.002813659
