Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
translation	178	3.917112E-99	2.29745220674157E-97	2.084219	1022	0.02809004	76	6.27137393684211E-23	1.223045	353	361	0.0244731
mRNA catabolic process	227	1.733408E-69	7.97214956828194E-68	2.292074	577	0.01585906	119	3.4947575394958E-15	1.244002	184	185	0.01275652
RNA splicing, via transesterification reactions	245	1.304241E-66	5.55766368979592E-65	2.159976	629	0.01728829	145	1.18375704E-12	1.220696	203	208	0.01407377
RNA catabolic process	247	1.520391E-66	6.42626803238866E-65	2.148555	636	0.01748069	126	5.6085768E-14	1.227163	208	212	0.01442041
nuclear-transcribed mRNA catabolic process	251	6.61677E-66	2.75215453386454E-64	2.309648	538	0.01478713	124	3.80283651290323E-14	1.243574	173	174	0.0119939
viral life cycle	256	3.739628E-65	1.52506704375E-63	2.43302	479	0.01316549	211	1.0447787943128E-08	1.217409	146	150	0.01012202
proteasomal protein catabolic process	257	4.49965E-65	1.82787338521401E-63	2.090107	663	0.0182228	175	3.632046768E-10	1.206766	192	199	0.01331115
mRNA splicing, via spliceosome	263	8.656339E-64	3.43620453079848E-62	2.147195	610	0.01676607	149	3.16660404563758E-12	1.219956	198	203	0.01372712
proteasome-mediated ubiquitin-dependent protein catabolic process	266	4.56878E-63	1.79316027067669E-61	2.091653	641	0.01761812	170	1.38996133411765E-10	1.212079	188	194	0.01303383
viral gene expression	273	7.506563E-62	2.87064167472527E-60	3.028678	312	0.008575434	253	5.68166670355731E-07	1.237597	94	95	0.006516916
establishment of protein localization to membrane	283	8.819574E-60	3.25358136254417E-58	2.126048	584	0.01605145	169	1.26173577514793E-10	1.216775	179	184	0.01240987
protein complex disassembly	285	1.750802E-58	6.41346416842105E-57	2.516774	402	0.01104912	324	2.1781523E-05	1.191671	121	127	0.008388796
macromolecular complex disassembly	286	1.840787E-58	6.71951618181818E-57	2.458641	420	0.01154385	300	7.99819536E-06	1.194337	127	133	0.00880477
translational initiation	289	1.802752E-57	6.51236362629758E-56	2.347887	452	0.01242338	191	2.23459290471204E-09	1.225237	144	147	0.009983361
protein targeting to membrane	296	3.04145E-56	1.07272763513514E-54	2.233502	491	0.01349531	168	8.62038878571429E-11	1.234196	149	151	0.01033001
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	307	3.668679E-54	1.24758986188925E-52	2.536824	366	0.01005964	198	4.05702670909091E-09	1.240252	118	119	0.00818081
translational termination	313	5.599496E-52	1.86769131757189E-50	2.886644	281	0.007723387	276	1.88682914347826E-06	1.236709	88	89	0.006100943
translational elongation	314	6.921803E-52	2.30138927770701E-50	2.586254	338	0.009290053	305	9.96378196721312E-06	1.206488	109	113	0.00755685
viral transcription	320	1.367319E-51	4.4608782375E-50	2.974482	266	0.007311107	287	4.26916699651568E-06	1.236048	84	85	0.005823627
SRP-dependent cotranslational protein targeting to membrane	333	5.248482E-50	1.64547003243243E-48	2.508999	344	0.009454965	222	3.92623240540541E-08	1.239181	107	108	0.007418192
ribonucleoprotein complex	27	9.791408E-166	4.58745597037037E-164	2.024839	1825	0.05016079	21	1.9830633952381E-36	1.213041	611	630	0.04235996
chromatin	40	5.588987E-93	1.76751713875E-91	2.000882	1059	0.029107	50	3.666223E-09	1.155116	314	340	0.02176927
ribosome	41	9.503653E-90	2.93222464512195E-88	2.449822	655	0.01800291	38	2.58663238552632E-14	1.222719	218	223	0.0151137
ribosomal subunit	47	1.309389E-65	3.52420656382979E-64	2.64676	413	0.01135146	51	7.86651659803922E-09	1.223374	134	137	0.009290072
cytosolic part	57	4.872037E-53	1.08125031666667E-51	2.099392	532	0.01462221	64	1.64429858828125E-06	1.168642	185	198	0.01282585
large ribosomal subunit	62	7.00147E-51	1.42852573387097E-49	3.085707	248	0.00681637	94	0.000130803381968	1.217409	73	75	0.005061009
cytosolic ribosome	66	3.978492E-49	7.625443E-48	2.705764	295	0.008108182	69	2.5472645E-06	1.224705	94	96	0.006516916
spliceosomal complex	71	6.448044E-46	1.14884164225352E-44	2.068506	475	0.01305555	42	1.10849992261905E-12	1.242641	153	154	0.01060732
mitochondrial membrane part	82	3.528674E-38	5.44362513414634E-37	2.064154	394	0.01082923	127	0.005375210110236	1.127332	137	152	0.009498059
cytosolic large ribosomal subunit	84	3.558591E-36	5.35906858928572E-35	3.118761	171	0.004699997	134	0.006656119414179	1.203564	51	53	0.003535774
catalytic step 2 spliceosome	93	1.448472E-31	1.97023341935484E-30	2.357611	240	0.006596487	58	4.39730357758621E-07	1.250763	79	79	0.005476983
