Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
apoptotic signaling pathway	209	1.469593E-76	7.34093345454545E-75	2.057171	809	0.02931159	131	3.04678569160305E-11	1.181025	270	283	0.01852614
negative regulation of protein kinase activity	360	4.510139E-47	1.30794031E-45	2.005168	525	0.01902174	565	0.008905009571681	1.116946	157	174	0.01077261
intrinsic apoptotic signaling pathway	432	6.597509E-36	1.59439800833333E-34	2.043357	378	0.01369565	277	3.34801226859206E-06	1.192042	130	135	0.008919995
mRNA catabolic process	442	4.438096E-35	1.04827425882353E-33	2.010821	384	0.01391304	134	7.73946104776119E-11	1.211124	181	185	0.01241938
nuclear-transcribed mRNA catabolic process	447	1.15232E-34	2.69132456375839E-33	2.04862	362	0.01311594	133	6.21473418947368E-11	1.216546	171	174	0.01173322
macromolecular complex disassembly	468	2.444196E-32	5.45243723076923E-31	2.199278	285	0.01032609	388	0.000323735251546	1.16343	125	133	0.008576918
translational initiation	495	1.780705E-30	3.75566872727273E-29	2.081622	304	0.01101449	174	9.697674E-09	1.212626	144	147	0.009880609
viral life cycle	522	2.982349E-29	5.964698E-28	2.042206	305	0.01105072	249	1.48935656385542E-06	1.188374	144	150	0.009880609
protein complex disassembly	524	3.780421E-29	7.53198382442748E-28	2.170517	263	0.009528986	426	0.000742932211268	1.159912	119	127	0.008165226
protein targeting to ER	540	6.414766E-28	1.24018809333333E-26	2.198871	244	0.00884058	288	5.91249825E-06	1.204433	108	111	0.007410457
toll-like receptor 4 signaling pathway	547	2.207314E-27	4.21286255210238E-26	2.028886	289	0.01047101	386	0.000298866096373	1.187363	94	98	0.006449842
regulation of viral process	548	2.416799E-27	4.6042667080292E-26	2.094332	267	0.009673913	305	1.0641834295082E-05	1.195927	114	118	0.007822149
establishment of protein localization to endoplasmic reticulum	553	5.263443E-27	9.93677123327306E-26	2.16448	244	0.00884058	334	2.8759068E-05	1.193679	108	112	0.007410457
viral gene expression	559	7.202929E-27	1.34523396708408E-25	2.431317	190	0.006884058	316	1.36504519746835E-05	1.211829	93	95	0.006381227
protein localization to endoplasmic reticulum	569	3.062986E-26	5.61996025307557E-25	2.072655	262	0.009492754	320	1.70401190625E-05	1.188374	120	125	0.008233841
toll-like receptor 3 signaling pathway	570	3.46176E-26	6.34048673684211E-25	2.094217	255	0.00923913	242	1.28540429256198E-06	1.237889	81	81	0.005557843
cotranslational protein targeting to membrane	571	4.764994E-26	8.71217817162872E-25	2.171717	233	0.008442029	292	7.04024617808219E-06	1.204129	107	110	0.007341842
MyD88-independent toll-like receptor signaling pathway	578	1.169601E-25	2.11256651211073E-24	2.085505	252	0.009130435	252	1.52966672857143E-06	1.237889	80	80	0.005489227
SRP-dependent cotranslational protein targeting to membrane	582	2.400141E-25	4.30540756701031E-24	2.1729	226	0.008188406	301	9.94712447840532E-06	1.203504	105	108	0.007204611
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	584	2.716453E-25	4.85612488356164E-24	2.138033	234	0.008478261	203	1.89839057142857E-07	1.217085	117	119	0.008027995
ribosome	72	1.156071E-40	2.03115252083333E-39	2.06584	419	0.01518116	43	8.20291309302326E-11	1.193481	215	223	0.0147523
focal adhesion	73	1.383123E-40	2.3967816369863E-39	2.058113	422	0.01528986	111	0.001965425941441	1.143394	121	131	0.008302456
cell-substrate adherens junction	76	2.378672E-39	3.95923694736842E-38	2.023798	426	0.01543478	118	0.003016676588983	1.137024	124	135	0.008508302
melanosome	93	6.63916E-29	9.03068537634409E-28	2.095096	283	0.01025362	95	0.000295309722632	1.185213	90	94	0.006175381
ribosomal subunit	94	6.990626E-29	9.40759775531915E-28	2.179584	258	0.009347826	54	2.20099153796296E-07	1.201747	133	137	0.009125841
mitochondrial membrane part	97	1.220505E-26	1.59168951030928E-25	2.002781	290	0.01050725	159	0.04293336009434	1.099441	135	152	0.009263071
cytosolic ribosome	102	3.822926E-24	4.74117783333333E-23	2.297264	190	0.006884058	91	0.000217794354945	1.186311	92	96	0.006312611
large ribosomal subunit	122	1.364637E-18	1.41497197131148E-17	2.312659	141	0.005108696	93	0.000260487167742	1.204879	73	75	0.00500892
catalytic step 2 spliceosome	140	1.01955E-15	9.2123625E-15	2.033059	157	0.005688406	63	9.18720305555556E-07	1.237889	79	79	0.005420612
cytosolic large ribosomal subunit	141	4.800523E-15	4.30685219503546E-14	2.428269	101	0.00365942	135	0.010382192333333	1.191177	51	53	0.003499382
nucleolar part	166	2.075901E-12	1.58193660542169E-11	2.512797	76	0.002753623	125	0.005726692444	1.237889	35	35	0.002401537
small ribosomal subunit	170	3.570162E-12	2.65662054705882E-11	2.02238	119	0.004311594	112	0.002033047008929	1.198591	61	63	0.004185536
lipid particle	182	2.819025E-11	1.95937726648352E-10	2.014168	110	0.003985507	141	0.011884343049645	1.190278	50	52	0.003430767
mitochondrial intermembrane space	190	1.270326E-10	8.45769678947368E-10	2.034449	100	0.003623188	158	0.039518856202532	1.16782	50	53	0.003430767
mitochondrial ribosome	206	1.613673E-09	9.90920555825243E-09	2.02316	89	0.003224638	88	0.000139500405	1.237889	54	54	0.003705228
Cajal body	208	1.684823E-09	1.02466398798077E-08	2.146427	77	0.002789855	144	0.017983178506945	1.206942	39	40	0.002675998
mitochondrial nucleoid	211	2.115383E-09	1.26822724881517E-08	2.058367	84	0.003043478	114	0.002154954131579	1.237889	40	40	0.002744614
nucleoid	213	3.771317E-09	2.23977277230047E-08	2.021877	85	0.00307971	110	0.00180317815	1.237889	41	41	0.002813229
transcription elongation factor complex	215	4.200502E-09	2.47145815348837E-08	2.188335	70	0.002536232	133	0.01022294056391	1.237889	32	32	0.002195691
SAGA-type complex	257	1.754384E-07	8.63539206225681E-07	2.170505	56	0.002028986	152	0.026051035493421	1.237889	27	27	0.001852614
structural constituent of ribosome	77	3.880481E-33	1.85859921142857E-31	2.180804	298	0.0107971	43	1.31861438139535E-09	1.214533	156	159	0.01070399
DNA-directed RNA polymerase activity	138	6.808769E-15	1.8196188457971E-13	2.45184	98	0.003550725	105	0.003590064281905	1.237889	43	43	0.00295046
