Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
apoptotic signaling pathway	279	2.985516E-156	1.11716082580645E-154	2.008512	1780	0.02861828	121	3.32402524958678E-10	1.132051	278	283	0.0177579
negative regulation of transferase activity	344	8.481392E-127	2.57400385116279E-125	2.066938	1346	0.02164057	394	0.000423021380711	1.105133	187	195	0.01194507
negative regulation of kinase activity	363	3.514164E-121	1.01068518347107E-119	2.070355	1281	0.02059552	388	0.000369019827835	1.10857	177	184	0.01130629
negative regulation of protein kinase activity	371	1.165663E-117	3.28019453369272E-116	2.081241	1228	0.0197434	433	0.000944795648037	1.10605	167	174	0.01066752
establishment of protein localization to membrane	423	2.776063E-99	6.85155974468085E-98	2.116746	994	0.01598122	232	5.4412605E-06	1.127359	180	184	0.01149792
response to topologically incorrect protein	460	2.281364E-90	5.1777043826087E-89	2.232814	801	0.01287823	386	0.000344800744041	1.120621	141	145	0.009006707
mRNA catabolic process	468	8.240786E-89	1.83832918461538E-87	2.1006	904	0.01453423	164	9.57640192682927E-08	1.139953	183	185	0.01168956
response to unfolded protein	484	2.909233E-85	6.2752877107438E-84	2.214168	769	0.01236374	342	0.000180492153684	1.127176	134	137	0.008559566
nuclear-transcribed mRNA catabolic process	488	9.310497E-84	1.99183583360656E-82	2.11194	841	0.01352134	188	3.58778263404255E-07	1.139165	172	174	0.01098691
translational initiation	496	5.01217E-82	1.05498094354839E-80	2.224191	732	0.01176887	375	0.00028112136	1.121053	143	147	0.009134462
intrinsic apoptotic signaling pathway	502	5.201448E-81	1.08173540079681E-79	2.062926	860	0.01382681	228	4.44535978421053E-06	1.143875	134	135	0.008559566
protein targeting to membrane	505	1.518183E-80	3.1385803009901E-79	2.123391	798	0.01282999	281	3.93094607829181E-05	1.129516	148	151	0.009453849
macromolecular complex disassembly	511	1.510099E-79	3.08521204696673E-78	2.287412	668	0.0107399	521	0.004284694226488	1.109088	128	133	0.008176302
viral life cycle	515	1.866601E-78	3.78394455145631E-77	2.177892	733	0.01178494	494	0.002788809303644	1.106315	144	150	0.009198339
protein complex disassembly	520	1.489194E-77	2.98984333846154E-76	2.318163	633	0.01017718	565	0.007460398130973	1.107041	122	127	0.007793037
response to endoplasmic reticulum stress	532	1.162871E-74	2.28202504511278E-73	2.132836	731	0.01175279	252	1.19035057142857E-05	1.143337	126	127	0.008048547
positive regulation of cellular catabolic process	536	1.323912E-73	2.57866441791045E-72	2.056423	786	0.01263706	640	0.0167573908125	1.10358	113	118	0.007218141
ER-nucleus signaling pathway	550	9.001862E-71	1.70871707781818E-69	2.298094	587	0.009437602	395	0.000486923978734	1.140407	95	96	0.006068349
cellular protein complex disassembly	559	2.13601E-69	3.98925660107334E-68	2.378821	536	0.00861764	508	0.003867974787402	1.1204	105	108	0.006707122
protein localization to endoplasmic reticulum	568	7.047528E-68	1.29535549859155E-66	2.190498	624	0.01003248	405	0.000650398595556	1.124753	122	125	0.007793037
ribosome	80	1.406866E-92	2.2246068625E-91	2.089386	955	0.01535419	45	1.87316814666667E-07	1.126573	218	223	0.01392526
cytosolic part	91	1.204578E-82	1.67449579120879E-81	2.052134	889	0.01429306	75	0.000197483704	1.105849	190	198	0.0121367
ribosomal subunit	109	8.017856E-60	9.3051264587156E-59	2.148035	573	0.009212515	80	0.00050830957375	1.118764	133	137	0.008495688
integral to endoplasmic reticulum membrane	113	5.676215E-55	6.35434688053097E-54	2.093313	558	0.00897135	117	0.016701492264957	1.107219	98	102	0.006259981
intrinsic to endoplasmic reticulum membrane	120	8.630294E-52	9.09776825833333E-51	2.003262	585	0.009405447	129	0.024962294031008	1.099548	104	109	0.006643245
extracellular vesicular exosome	121	1.372396E-51	1.43477763636364E-50	2.057327	545	0.00876234	121	0.018966625909091	1.12168	73	75	0.004663047
extracellular membrane-bounded organelle	123	3.547717E-51	3.64866829674797E-50	2.041367	551	0.008858806	113	0.016034378761062	1.122479	75	77	0.004790802
cytosolic ribosome	126	1.531926E-50	1.53800507142857E-49	2.274866	424	0.006816939	130	0.028151222423077	1.104394	92	96	0.005876717
large ribosomal subunit	139	1.087065E-42	9.89307356115108E-42	2.372699	326	0.005241326	121	0.018966625909091	1.12168	73	75	0.004663047
catalytic step 2 spliceosome	149	1.067176E-39	9.06025261744966E-39	2.14909	374	0.006013055	76	0.000220263298026	1.152411	79	79	0.005046311
methyltransferase complex	155	7.38941E-38	6.03071203225807E-37	2.067693	390	0.006270298	87	0.001226262791954	1.152411	66	66	0.004215905
histone methyltransferase complex	157	4.423712E-37	3.56432845859873E-36	2.062401	384	0.006173832	89	0.001593686797753	1.152411	64	64	0.004088151
cleavage furrow	165	4.308515E-34	3.30319483333333E-33	2.274577	281	0.00451783	136	0.031723707205882	1.152411	40	40	0.002555094
PcG protein complex	180	4.874947E-29	3.42600441944444E-28	2.128237	275	0.004421364	144	0.034539120763889	1.152411	39	39	0.002491217
autophagic vacuole	183	1.043728E-27	7.21484109289618E-27	2.106463	268	0.00430882	136	0.031723707205882	1.152411	40	40	0.002555094
mitochondrial intermembrane space	213	1.231621E-22	7.31455664319249E-22	2.058327	228	0.003665713	146	0.042338813527397	1.130668	52	53	0.003321622
mitochondrial nucleoid	257	4.680509E-18	2.30383030544747E-17	2.022503	186	0.00299045	136	0.031723707205882	1.152411	40	40	0.002555094
Cajal body	262	1.681831E-17	8.12029089694657E-17	2.078105	168	0.002701051	136	0.031723707205882	1.152411	40	40	0.002555094
structural constituent of ribosome	85	2.255775E-72	9.78740964705882E-71	2.182239	672	0.01080421	66	0.00068754601697	1.116172	154	159	0.009837113
small conjugating protein binding	129	5.729345E-42	1.63797088062016E-40	2.000327	472	0.007588668	68	0.001269127576471	1.152411	75	75	0.004790802
ubiquitin binding	134	1.288434E-39	3.54607805373134E-38	2.082457	402	0.00646323	83	0.00498213253012	1.152411	64	64	0.004088151
ribonucleoprotein complex binding	149	2.299191E-33	5.69088349530201E-32	2.091736	332	0.005337792	87	0.007285872910345	1.152411	61	61	0.003896519
