Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
negative regulation of transferase activity	257	1.617707E-76	6.57154127626459E-75	2.026351	844	0.02121563	190	1.14176016E-07	1.168203	188	195	0.01262677
negative regulation of kinase activity	274	1.087068E-69	4.14196712408759E-68	2.001293	792	0.0199085	215	5.69674381395349E-07	1.165603	177	184	0.01188797
macromolecular complex disassembly	540	2.19612E-34	4.245832E-33	2.013008	376	0.009451511	574	0.013560506905923	1.120595	123	133	0.008261132
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	557	3.076613E-33	5.76657804667864E-32	2.091872	330	0.008295209	388	0.000294850354639	1.160788	114	119	0.007656659
protein complex disassembly	578	8.845086E-32	1.59762453010381E-30	2.004001	350	0.008797949	646	0.024394902352941	1.11629	117	127	0.00785815
viral gene expression	595	7.533554E-31	1.32185384470588E-29	2.263865	255	0.006409934	528	0.0074972685	1.147926	90	95	0.006044731
cellular protein complex disassembly	614	2.134068E-29	3.62861073615635E-28	2.067774	298	0.007490825	663	0.033083525429864	1.121944	100	108	0.006716368
protein targeting to ER	619	4.355291E-29	7.34559580613893E-28	2.000702	320	0.008043839	427	0.000896098696019	1.157119	106	111	0.00711935
translational elongation	679	3.344707E-26	5.14267173490427E-25	2.001393	286	0.007189181	608	0.019547165723684	1.125916	105	113	0.007052186
translational termination	684	4.170633E-26	6.365703E-25	2.17965	232	0.005831783	595	0.015474901431933	1.143627	84	89	0.005641749
negative regulation of ERBB signaling pathway	697	1.324271E-25	1.98355656241033E-24	2.229872	216	0.005429591	515	0.006308190594175	1.2117	42	42	0.002820874
viral transcription	700	1.828449E-25	2.72700108E-24	2.219225	217	0.005454728	647	0.02469899072643	1.140423	80	85	0.005373094
regulation of mitochondrial outer membrane permeabilization	743	5.219769E-24	7.33437259219381E-23	2.378911	176	0.004424111	601	0.017154893351082	1.2117	36	36	0.002417892
negative regulation of epidermal growth factor receptor signaling pathway	770	3.478006E-23	4.71563410909091E-22	2.175822	205	0.005153084	522	0.00754477	1.2117	41	41	0.002753711
regulation of nuclease activity	848	4.48943E-21	5.52708127358491E-20	2.012157	223	0.00560555	391	0.000349544283376	1.195101	72	73	0.004835785
positive regulation of nuclease activity	854	8.736444E-21	1.06801493395785E-19	2.060543	207	0.005203358	326	8.06704244171779E-05	1.2117	67	67	0.004499966
positive regulation of mitochondrion organization	855	8.919616E-21	1.08913205894737E-19	2.060146	207	0.005203358	417	0.000772541223022	1.2117	54	54	0.003626839
apoptotic mitochondrial changes	860	1.06673E-20	1.29496060465116E-19	2.056724	207	0.005203358	457	0.001846802875274	1.2117	49	49	0.00329102
activation of signaling protein activity involved in unfolded protein response	907	1.665413E-19	1.91696931863286E-18	2.035665	199	0.005002262	336	0.000115094133214	1.2117	65	65	0.004365639
positive regulation of cell morphogenesis involved in differentiation	955	1.841596E-18	2.01322117696335E-17	2.007671	194	0.004876577	614	0.020354854397394	1.2117	35	35	0.002350729
cytosolic ribosome	126	3.38753E-23	3.40097257936508E-22	2.029996	242	0.006083153	145	0.029118057896552	1.123347	89	96	0.005977567
large ribosomal subunit	153	2.448997E-19	2.02482431699346E-18	2.093788	184	0.004625207	136	0.016412761102941	1.147076	71	75	0.004768621
lipid particle	158	6.923736E-18	5.5433709113924E-17	2.108791	166	0.004172741	144	0.028634988020833	1.165096	50	52	0.003358184
mitochondrial intermembrane space	174	7.568311E-15	5.50224908908046E-14	2.04662	145	0.003644865	121	0.004795107954545	1.188838	52	53	0.003492511
kinase inhibitor activity	110	4.80147E-23	1.60980194181818E-21	2.03098	240	0.006032879	75	0.000851251866667	1.2117	57	57	0.00382833
protein kinase inhibitor activity	113	6.335961E-22	2.06787824495575E-20	2.039563	225	0.005655824	83	0.00137110286747	1.2117	54	54	0.003626839
