Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
actin cytoskeleton organization	217	1.930009E-255	9.28538892165899E-254	2.019564	2865	0.03975247	543	0.011474313679558	1.069402	310	339	0.02009464
negative regulation of phosphorylation	265	1.669872E-198	6.57866553962264E-197	2.074502	2092	0.02902693	530	0.009570245569811	1.082818	225	243	0.01458482
apoptotic signaling pathway	279	5.832995E-189	2.18266909677419E-187	2.034271	2089	0.02898531	127	4.59316513700787E-10	1.140517	276	283	0.01789071
negative regulation of protein phosphorylation	288	1.978992E-184	7.173846E-183	2.066782	1962	0.02722315	509	0.006617891387033	1.087735	213	229	0.01380696
negative regulation of transferase activity	313	3.268169E-172	1.09008576230032E-170	2.169437	1637	0.02271371	291	7.27914111340206E-05	1.121466	187	195	0.0121216
negative regulation of kinase activity	318	5.344129E-169	1.75448763396226E-167	2.191229	1571	0.02179795	345	0.000221127733565	1.118598	176	184	0.01140857
negative regulation of protein kinase activity	328	1.503883E-163	4.78674954878049E-162	2.201286	1505	0.02088219	388	0.000615101659794	1.115676	166	174	0.01076036
cellular response to external stimulus	368	4.176785E-143	1.18493574456522E-141	2.119848	1434	0.01989705	569	0.015674713244288	1.09148	168	180	0.01089
transforming growth factor beta receptor signaling pathway	459	5.600602E-110	1.27386241568627E-108	2.125756	1093	0.0151656	522	0.008451198	1.113755	120	126	0.00777857
cellular response to extracellular stimulus	464	5.829946E-107	1.31173785E-105	2.161189	1023	0.01419434	614	0.024884522149837	1.103954	118	125	0.007648927
macromolecular complex disassembly	469	5.159537E-106	1.14851953688699E-104	2.399605	812	0.01126667	416	0.001248800676923	1.125479	128	133	0.008297141
viral life cycle	484	5.352117E-102	1.15446490661157E-100	2.261605	882	0.01223793	210	1.00538144571429E-06	1.153851	148	150	0.00959357
protein complex disassembly	502	5.574266E-98	1.15926966215139E-96	2.389339	756	0.01048966	446	0.002399664430493	1.123402	122	127	0.007908213
intrinsic apoptotic signaling pathway	513	2.741773E-95	5.57974856140351E-94	2.074286	1002	0.01390296	353	0.00024473226187	1.134793	131	135	0.008491606
nuclear-transcribed mRNA catabolic process	523	2.510609E-92	5.01161720076482E-91	2.082691	961	0.01333407	138	3.00212034782609E-09	1.162722	173	174	0.01121411
mRNA catabolic process	528	7.022364E-92	1.38851288181818E-90	2.033427	1014	0.01406946	129	5.98295358139535E-10	1.163122	184	185	0.01192714
cellular protein complex disassembly	577	2.411635E-82	4.36351289428076E-81	2.401488	627	0.008699754	419	0.001289382108831	1.136959	105	108	0.006806249
positive regulation of cellular catabolic process	583	1.412406E-81	2.52924848027444E-80	2.032115	900	0.01248769	503	0.006167132159046	1.119891	113	118	0.00732482
cellular response to nutrient levels	637	5.471912E-74	8.96809439246468E-73	2.051222	796	0.01104466	540	0.011135151266667	1.123129	97	101	0.006287677
viral gene expression	639	9.223795E-74	1.50698622535211E-72	2.513934	513	0.007117981	336	0.000178436813571	1.157133	94	95	0.006093213
actin cytoskeleton	41	8.490738E-283	2.6197033097561E-281	2.041098	3085	0.04280501	70	0.000190902234286	1.081735	370	400	0.02398392
anchoring junction	42	9.054571E-254	2.72715055119048E-252	2.280909	2160	0.02997045	110	0.01050111	1.083217	201	217	0.0130291
adherens junction	44	9.569905E-236	2.7513476875E-234	2.276448	2016	0.02797242	139	0.03340581057554	1.075888	184	200	0.01192714
focal adhesion	54	2.723984E-179	6.38118474074074E-178	2.457883	1316	0.01825977	149	0.046892497248322	1.0891	122	131	0.007908213
ruffle	72	1.25897E-130	2.21194034722222E-129	2.139316	1281	0.01777414	136	0.029481903970588	1.092618	128	137	0.008297141
melanosome	107	6.01526E-77	7.11149897196262E-76	2.134819	753	0.01044803	142	0.039149888133803	1.107239	89	94	0.005769106
ribosomal subunit	134	2.57479E-58	2.43067861940299E-57	2.041418	631	0.008755255	76	0.000508797314474	1.126763	132	137	0.008556427
cell division site part	140	1.346754E-52	1.21688843571429E-51	2.444473	382	0.005300329	115	0.013019688	1.169443	43	43	0.002787321
large ribosomal subunit	145	5.182099E-50	4.52093464482759E-49	2.386847	380	0.005272578	90	0.001503067377778	1.153851	74	75	0.004796785
cytosolic ribosome	146	4.257566E-49	3.68891848630137E-48	2.153073	465	0.006451971	113	0.011678580752212	1.120716	92	96	0.00596357
cleavage furrow	149	1.389334E-47	1.17953524161074E-46	2.431025	348	0.004828572	124	0.019333800927419	1.169443	40	40	0.002592857
cytosolic large ribosomal subunit	167	6.430348E-37	4.87089234730539E-36	2.439887	265	0.00367693	129	0.024179425736434	1.147378	52	53	0.003370714
nucleolar part	176	9.952505E-33	7.15336296875E-32	2.608312	206	0.002858293	141	0.037253891134752	1.169443	35	35	0.00226875
kinase binding	32	4.592661E-290	5.2930418025E-288	2.009209	3287	0.0456078	38	6.73797891157895E-09	1.113888	401	421	0.02599339
protein kinase binding	36	7.154768E-276	7.32966232888889E-274	2.03827	3021	0.041917	40	1.643259394E-08	1.116988	362	379	0.02346535
phosphatase binding	80	2.062889E-93	9.50991829E-92	2.023385	1044	0.01448572	80	0.003718268338	1.124116	124	129	0.008037856
structural constituent of ribosome	90	3.05175E-77	1.25053933333333E-75	2.129916	760	0.01054516	62	2.10514906451613E-05	1.140023	155	159	0.01004732
