Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
cellular nitrogen compound metabolic process	1	0	0	2.088484	68754	0.4355406	7	4.49793529714286E-76	1.131025	4089	4862	0.3048081
nucleobase-containing compound metabolic process	1	0	0	2.146818	65725	0.4163526	8	1.178418654E-74	1.136601	3788	4482	0.2823705
heterocycle metabolic process	1	0	0	2.123914	67311	0.4263995	9	2.44519764E-73	1.132252	3920	4656	0.2922102
cellular aromatic compound metabolic process	1	0	0	2.110879	67346	0.4266212	10	1.167925932E-72	1.131404	3928	4669	0.2928066
nitrogen compound metabolic process	1	0	0	2.01049	72425	0.4587955	11	5.22507384E-70	1.119297	4392	5277	0.3273947
nucleic acid metabolic process	1	0	0	2.193971	57306	0.3630202	12	1.04278548E-69	1.145891	3237	3799	0.2412971
organic cyclic compound metabolic process	1	0	0	2.065631	68969	0.4369026	13	1.33071612923077E-68	1.124138	4085	4887	0.3045099
cellular protein metabolic process	1	0	0	2.2248	48920	0.3098968	14	2.54454194571429E-66	1.164762	2542	2935	0.1894894
gene expression	1	0	0	2.19286	52698	0.3338296	15	5.378585688E-65	1.149638	2933	3431	0.2186359
RNA metabolic process	1	0	0	2.198977	49527	0.313742	19	4.09751317894737E-55	1.144615	2704	3177	0.2015654
cell cycle	1	0	0	2.58949	24357	0.1542959	20	3.973688982E-53	1.22941	1129	1235	0.08415952
cellular macromolecule biosynthetic process	1	0	0	2.07157	49571	0.3140207	21	9.81397782857143E-52	1.137158	2798	3309	0.2085725
macromolecule biosynthetic process	1	0	0	2.054823	50092	0.3173212	22	4.98982647272727E-50	1.133844	2832	3359	0.211107
macromolecule modification	1	0	0	2.19847	40328	0.2554685	23	1.01346163826087E-44	1.155874	1988	2313	0.1481923
organelle organization	1	0	0	2.416715	40595	0.2571599	24	6.67371345E-44	1.157452	1921	2232	0.1431979
RNA processing	1	0	0	2.933645	12711	0.08052122	25	1.2774805776E-43	1.276285	633	667	0.04718599
mitotic cell cycle	1	0	0	2.79484	13879	0.08792023	26	1.21337454461538E-42	1.275348	624	658	0.0465151
cell cycle process	1	0	0	2.612669	19769	0.125232	27	8.48114666666667E-42	1.227837	913	1000	0.06805814
intracellular transport	1	0	0	2.507619	20454	0.1295713	28	6.58303894285714E-41	1.216233	993	1098	0.07402162
cellular protein modification process	1	0	0	2.186	38582	0.244408	29	1.39700556E-40	1.153245	1878	2190	0.1399925
N-acyltransferase activity	1	0	0	2.824923	2166	0.01372111	76	0.000181770407474	1.246777	89	96	0.006634365
nucleotide binding	1	0	0	2.15615	38311	0.2426913	8	3.812761352E-33	1.135705	1955	2315	0.1457324
RNA binding	1	0	0	2.719843	17192	0.1089073	9	1.27364178488889E-32	1.214357	819	907	0.06105106
purine ribonucleoside triphosphate binding	1	0	0	2.147435	30346	0.1922348	11	7.43619821818182E-28	1.142405	1535	1807	0.1144242
ribonucleoside binding	1	0	0	2.143651	30489	0.1931407	12	8.65308064E-28	1.141634	1545	1820	0.1151696
purine ribonucleoside binding	1	0	0	2.143262	30428	0.1927543	13	1.44934768738462E-27	1.141187	1541	1816	0.1148714
nucleoside binding	1	0	0	2.141863	30615	0.1939389	14	2.99476927428571E-27	1.139805	1551	1830	0.1156168
purine nucleoside binding	1	0	0	2.141251	30433	0.192786	15	3.391462672E-27	1.140044	1542	1819	0.114946
purine nucleotide binding	1	0	0	2.122117	30851	0.1954339	16	5.588516295E-26	1.135384	1572	1862	0.1171823
small molecule binding	1	0	0	2.061801	40525	0.2567164	17	1.11539676752941E-25	1.113276	2125	2567	0.1584048
purine ribonucleotide binding	1	0	0	2.115674	30577	0.1936982	18	2.83684238222222E-25	1.134183	1556	1845	0.1159896
ribonucleotide binding	1	0	0	2.111825	30747	0.1947751	19	1.08768844673684E-24	1.132152	1565	1859	0.1166605
ATP binding	1	0	0	2.142938	25232	0.1598388	20	1.0811589592E-24	1.149059	1256	1470	0.09362654
adenyl nucleotide binding	1	0	0	2.120375	25715	0.1628985	21	2.79083604571429E-23	1.142713	1289	1517	0.09608647
adenyl ribonucleotide binding	1	0	0	2.113353	25487	0.1614542	22	1.17585928909091E-22	1.14159	1275	1502	0.09504286
