Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
negative regulation of transferase activity	287	3.016004E-102	1.09711086271777E-100	2.022745	1141	0.02117787	376	0.000577075997872	1.103019	187	195	0.01192222
negative regulation of kinase activity	306	1.31706E-95	4.49349882352941E-94	2.013215	1079	0.0200271	413	0.001577874299274	1.100198	176	184	0.01122091
negative regulation of protein kinase activity	326	1.077245E-89	3.44982754601227E-88	2.003535	1024	0.01900625	403	0.001287339302233	1.103935	167	174	0.01064712
transforming growth factor beta receptor signaling pathway	417	4.808507E-68	1.20385642877698E-66	2.005879	771	0.01431037	457	0.003091916796499	1.113693	122	126	0.007778132
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	522	7.40783E-52	1.481566E-50	2.003565	585	0.01085807	482	0.004815437004149	1.118257	105	108	0.006694294
activation of cysteine-type endopeptidase activity	560	2.357454E-45	4.39496781428571E-44	2.030929	492	0.009131912	638	0.030538881818182	1.111436	86	89	0.005482945
activation of cysteine-type endopeptidase activity involved in apoptotic process	599	2.232485E-42	3.8910089148581E-41	2.029942	459	0.008519405	696	0.04811523	1.109128	81	84	0.00516417
regulation of DNA-dependent transcription in response to stress	654	1.164848E-37	1.85948212844037E-36	2.397012	280	0.005197023	680	0.042704896764706	1.150207	42	42	0.002677718
viral gene expression	760	4.014623E-32	5.51482422631579E-31	2.091146	319	0.005920894	379	0.000686116249077	1.1381	94	95	0.005992987
regulation of RNA stability	894	2.228512E-27	2.60242340939597E-26	2.132304	257	0.004770125	653	0.033590244349158	1.150207	44	44	0.002805228
regulation of mRNA stability	914	9.406098E-27	1.07439456367615E-25	2.161366	243	0.004510273	692	0.04828421549133	1.150207	41	41	0.002613962
viral transcription	974	5.52239E-25	5.9192763449692E-24	2.016211	267	0.004955733	432	0.002214721783333	1.136675	84	85	0.005355435
focal adhesion	73	7.708646E-71	1.33581331369863E-69	2.006217	803	0.01490432	96	0.004187319984375	1.106306	126	131	0.008033153
melanosome	98	3.975436E-48	5.13155769387755E-47	2.017599	532	0.009874343	70	0.000513009907143	1.137971	93	94	0.005929232
cytosolic large ribosomal subunit	189	4.43345E-16	2.96736203703704E-15	2.019877	164	0.003043971	107	0.007023946785047	1.150207	53	53	0.003379025
