Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
negative regulation of protein modification process	232	1.288117E-210	5.7965265E-209	2.06236	2239	0.03879407	108	1.65934423333333E-11	1.133735	353	364	0.02287455
negative regulation of phosphorylation	320	1.410488E-152	4.6017171E-151	2.04814	1654	0.02865806	253	4.84667302766798E-06	1.120955	233	243	0.0150985
apoptotic signaling pathway	321	1.951041E-152	6.34544175700935E-151	2.036841	1675	0.02902192	221	7.85463084162896E-07	1.119493	271	283	0.01756091
negative regulation of protein phosphorylation	343	9.408358E-141	2.86365182274052E-139	2.036285	1548	0.02682145	287	2.16727888641115E-05	1.118013	219	229	0.01419129
negative regulation of transferase activity	366	2.883821E-131	8.22598121311475E-130	2.134813	1290	0.02235121	201	1.4567664358209E-07	1.145083	191	195	0.01237688
negative regulation of kinase activity	373	3.090294E-129	8.64950921179625E-128	2.158017	1239	0.02146756	217	6.10133325345622E-07	1.14365	180	184	0.01166407
response to decreased oxygen levels	379	9.352675E-128	2.57630414248021E-126	2.007954	1455	0.02521008	488	0.001908969403279	1.095998	210	224	0.01360809
negative regulation of protein kinase activity	382	8.168679E-126	2.23248714031414E-124	2.171669	1189	0.02060123	237	2.17448064303797E-06	1.142189	170	174	0.01101607
response to hypoxia	384	1.884059E-125	5.12228540625E-124	2.010037	1425	0.02469029	504	0.002459906357143	1.095006	207	221	0.01341369
regulation of apoptotic signaling pathway	392	4.847712E-121	1.29107431836735E-119	2.071177	1277	0.02212596	455	0.000871736558242	1.105402	191	202	0.01237688
cellular response to external stimulus	410	6.51672E-116	1.65937943414634E-114	2.124725	1151	0.01994282	509	0.002580876707269	1.104116	170	180	0.01101607
placenta development	517	2.472463E-85	4.9927492688588E-84	2.024575	949	0.01644287	508	0.002573418897638	1.117864	131	137	0.008488854
transforming growth factor beta receptor signaling pathway	539	3.417058E-82	6.61856874211503E-81	2.078925	856	0.0148315	360	0.000141983478	1.141229	123	126	0.007970451
response to topologically incorrect protein	542	8.30747E-82	1.60018425830258E-80	2.213988	737	0.01276964	463	0.001115745799568	1.120689	139	145	0.009007258
insulin receptor signaling pathway	548	2.028064E-80	3.86368397080292E-79	2.004765	916	0.01587109	496	0.002386064104839	1.114142	142	149	0.009201659
establishment of protein localization to membrane	549	2.738974E-80	5.20854072131148E-79	2.031016	885	0.01533397	195	8.47555070769231E-08	1.150003	181	184	0.01172888
response to unfolded protein	550	4.077077E-80	7.73903343272727E-79	2.221698	716	0.01240579	445	0.000741902060225	1.126398	132	137	0.008553655
protein complex disassembly	552	7.177737E-80	1.35752851956522E-78	2.399559	608	0.01053452	355	0.000125865728113	1.141449	124	127	0.008035251
macromolecular complex disassembly	564	6.082051E-77	1.12582646170213E-75	2.317476	628	0.01088105	332	5.98373631325301E-05	1.142694	130	133	0.008424054
Notch signaling pathway	576	5.178684E-75	9.38636475E-74	2.039815	817	0.01415577	640	0.01231556068125	1.111094	115	121	0.007452048
protein kinase binding	39	1.523916E-216	1.44107748923077E-214	2.02543	2404	0.04165295	30	1.62881503466667E-11	1.132049	367	379	0.02378175
kinase regulator activity	83	3.052234E-79	1.3562215653012E-77	2.068335	835	0.01446764	104	0.023028928753846	1.107535	126	133	0.008164852
protein kinase regulator activity	90	1.488276E-64	6.09862432E-63	2.047846	694	0.0120246	103	0.021870248186408	1.116874	107	112	0.006933644
structural constituent of ribosome	92	1.003382E-62	4.02225306086956E-61	2.134767	610	0.01056918	62	0.000121413778194	1.132301	154	159	0.009979264
kinase inhibitor activity	127	1.027471E-41	2.98371106141732E-40	2.19321	376	0.006514771	86	0.005741083869767	1.169064	57	57	0.003693624
protein kinase inhibitor activity	132	1.033958E-38	2.88881598787879E-37	2.186858	350	0.006064281	93	0.008495684731183	1.169064	54	54	0.003499222
DNA-directed RNA polymerase activity	232	3.511496E-22	5.58206777931034E-21	2.225355	186	0.003222732	111	0.039878211099099	1.169064	43	43	0.002786418
focal adhesion	81	4.45685E-101	6.96038919753087E-100	2.187661	938	0.01625227	106	0.002960807683962	1.115519	125	131	0.008100052
cell-substrate adherens junction	82	2.586133E-99	3.98958322560976E-98	2.158249	950	0.01646019	117	0.005672021055556	1.108446	128	135	0.008294453
cell-substrate junction	83	2.263175E-98	3.4492968373494E-97	2.104073	998	0.01729187	122	0.007774768803279	1.103202	134	142	0.008683256
ruffle	89	8.910207E-86	1.26645077022472E-84	2.014535	966	0.01673742	89	0.000449476104494	1.126398	132	137	0.008553655
extracellular membrane-bounded organelle	117	2.408298E-59	2.60384356410256E-58	2.183959	547	0.009477605	143	0.023494376153846	1.123516	74	77	0.004795231
extracellular vesicular exosome	119	5.515948E-58	5.86359178151261E-57	2.180516	536	0.009287014	146	0.02926110489726	1.122302	72	75	0.00466563
melanosome	123	8.547005E-57	8.79021245934959E-56	2.078146	587	0.01017067	127	0.013438503385827	1.119317	90	94	0.005832037
extrinsic to plasma membrane	131	1.006836E-52	9.72250030534351E-52	2.020197	583	0.01010136	147	0.029143594931973	1.114689	82	86	0.005313634
integral to endoplasmic reticulum membrane	132	1.577677E-52	1.51194045833333E-51	2.110368	522	0.009044443	85	0.000285782698235	1.146141	100	102	0.006480041
actomyosin	133	8.060976E-52	7.66701852631579E-51	2.305176	423	0.007329117	132	0.018134196666667	1.147809	54	55	0.003499222
ribosomal subunit	135	3.864654E-51	3.62132393333333E-50	2.092686	518	0.008975136	99	0.001600033333333	1.117864	131	137	0.008488854
intrinsic to endoplasmic reticulum membrane	136	4.979142E-51	4.63133428676471E-50	2.037082	552	0.009564238	90	0.000656840146111	1.136888	106	109	0.006868844
ruffle membrane	140	2.766967E-48	2.500152325E-47	2.152185	457	0.007918219	144	0.027449674236111	1.132531	62	64	0.004017626
actin filament bundle	144	2.785065E-47	2.44660223958333E-46	2.361481	366	0.006341506	160	0.045492530875	1.144191	46	47	0.002980819
large ribosomal subunit	151	1.254949E-42	1.05133144701987E-41	2.431501	310	0.005371221	121	0.007802733272727	1.137889	73	75	0.00473043
PcG protein complex	176	2.230915E-29	1.60347015625E-28	2.185125	262	0.004539548	140	0.02028825975	1.169064	39	39	0.002527216
cleavage furrow	202	2.564179E-25	1.60578536386139E-24	2.111045	242	0.004193017	133	0.01826095981203	1.169064	40	40	0.002592017
