Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
negative regulation of transferase activity	311	5.613124E-242	1.88427699549839E-240	2.09531	2506	0.02193762	384	0.00307286175	1.089269	187	195	0.01177359
negative regulation of kinase activity	329	4.361149E-236	1.3839026006079E-234	2.11199	2400	0.02100969	422	0.007324501137441	1.086483	176	184	0.01108103
negative regulation of protein kinase activity	377	1.628218E-204	4.50891138461538E-203	2.053236	2225	0.01947773	483	0.01500335642236	1.083645	166	174	0.01045143
transforming growth factor beta receptor signaling pathway	463	6.320153E-158	1.42510577365011E-156	2.068806	1686	0.01475931	377	0.002788501846154	1.108824	123	126	0.007744129
intrinsic apoptotic signaling pathway	497	2.667269E-144	5.60287492152917E-143	2.051852	1571	0.01375259	169	1.95786447337278E-06	1.135869	135	135	0.008499654
viral life cycle	583	4.541941E-121	8.13342436363636E-120	2.073983	1282	0.01122268	465	0.013650172025807	1.090434	144	150	0.009066297
macromolecular complex disassembly	621	6.242104E-111	1.0493971942029E-109	2.106838	1130	0.009892063	344	0.001452561205814	1.110247	130	133	0.008184852
ER-nucleus signaling pathway	639	2.101119E-106	3.43281414084507E-105	2.165749	1016	0.008894102	265	0.000185775702792	1.135869	96	96	0.006044198
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	666	1.971519E-101	3.09048924324324E-100	2.156804	977	0.008552695	259	0.000172213806023	1.126323	118	119	0.007429327
viral gene expression	669	4.080114E-101	6.36717341704036E-100	2.399204	776	0.006793133	369	0.002120759814634	1.123912	94	95	0.005918277
protein complex disassembly	678	1.994113E-99	3.07058107964602E-98	2.079741	1043	0.009130461	374	0.002528802202139	1.109037	124	127	0.007807089
protein localization to endoplasmic reticulum	689	1.313433E-97	1.99016553265602E-96	2.043247	1069	0.009358066	241	8.98033638174274E-05	1.126782	124	125	0.007807089
cellular protein complex disassembly	701	5.486508E-95	8.17106184308131E-94	2.172409	899	0.00786988	473	0.01443315653277	1.104317	105	108	0.006610842
protein targeting to ER	704	2.314975E-94	3.43300269886364E-93	2.101139	965	0.008447646	290	0.00040177836	1.125635	110	111	0.006925644
establishment of protein localization to endoplasmic reticulum	719	3.189827E-91	4.63168204172462E-90	2.07042	966	0.008456401	288	0.00035890534125	1.125727	111	112	0.006988604
endoplasmic reticulum unfolded protein response	790	5.841796E-83	7.72004433417722E-82	2.132757	817	0.007152049	312	0.000645571453846	1.135869	85	85	0.005351634
cotranslational protein targeting to membrane	799	4.66225E-82	6.09185106382979E-81	2.035791	904	0.00791365	294	0.000446699191837	1.125542	109	110	0.006862683
cellular response to topologically incorrect protein	800	4.797289E-82	6.260462145E-81	2.090488	847	0.00741467	280	0.000293507438143	1.135869	92	92	0.005792357
toll-like receptor 10 signaling pathway	809	2.197645E-81	2.83602148331273E-80	2.062462	868	0.007598505	412	0.006319144485437	1.135869	65	65	0.004092426
toll-like receptor 5 signaling pathway	809	2.197645E-81	2.83602148331273E-80	2.062462	868	0.007598505	412	0.006319144485437	1.135869	65	65	0.004092426
anchoring junction	55	2.939589E-288	6.7610547E-287	2.062643	3096	0.0271025	120	0.025066512625	1.067821	204	217	0.01284392
cell cortex	56	7.351695E-277	1.66069538839286E-275	2.082503	2907	0.02544799	88	0.004282942125	1.081521	199	209	0.01252912
adherens junction	58	1.289269E-270	2.81194014655172E-269	2.065306	2899	0.02537796	126	0.035706010476191	1.067716	188	200	0.01183655
melanosome	97	3.154714E-124	4.11413732989691E-123	2.153583	1204	0.01053986	101	0.007283553123762	1.111701	92	94	0.005792357
cytosolic ribosome	152	9.422362E-69	7.84163679605263E-68	2.08288	713	0.006241629	95	0.006233435305263	1.112205	94	96	0.005918277
large ribosomal subunit	178	3.48035E-47	2.47339480337079E-46	2.032953	513	0.004490821	105	0.009394544185714	1.120724	74	75	0.004659069
phosphatase binding	74	7.978631E-172	3.97637717945946E-170	2.119071	1733	0.01517075	65	0.004158033897846	1.109453	126	129	0.00793301
