Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
phospholipid metabolic process	229	2.890452E-142	1.31774318253275E-140	2.019457	1597	0.02777198	248	4.20137930322581E-05	1.104038	264	278	0.0170125
phospholipid biosynthetic process	316	4.378596E-107	1.44659943797468E-105	2.032628	1182	0.02055509	155	5.96034418064516E-07	1.134639	203	208	0.01308158
actin filament organization	372	5.810431E-87	1.63066934516129E-85	2.099856	885	0.01539023	477	0.019028020603774	1.106331	118	124	0.007604073
intrinsic apoptotic signaling pathway	427	4.015504E-73	9.81776622014052E-72	2.047107	789	0.01372078	211	1.78588025402844E-05	1.145362	133	135	0.008570692
viral life cycle	485	8.797643E-65	1.89376067876289E-63	2.101786	654	0.01137312	266	9.49566667669173E-05	1.131583	146	150	0.009408429
response to unfolded protein	511	6.893777E-59	1.40843506614481E-57	2.024305	650	0.01130356	205	1.39576332292683E-05	1.145613	135	137	0.008699575
response to topologically incorrect protein	514	1.681404E-58	3.41514742412451E-57	2.002011	664	0.01154702	189	5.01207386666667E-06	1.14655	143	145	0.009215105
response to endoplasmic reticulum stress	518	5.363696E-58	1.0810229003861E-56	2.022909	641	0.01114705	146	3.26525086849315E-07	1.162585	127	127	0.008184044
ER-nucleus signaling pathway	533	3.871453E-56	7.58310869043152E-55	2.185031	516	0.008973289	222	2.36398892432432E-05	1.162585	96	96	0.006186364
macromolecular complex disassembly	563	2.245115E-53	4.16323278863233E-52	2.066714	558	0.009703673	424	0.008195296584906	1.110138	127	133	0.008184044
protein complex disassembly	618	6.908544E-48	1.16707442330097E-46	2.039979	515	0.008955899	460	0.014370939156522	1.10766	121	127	0.007797397
regulation of viral process	619	7.297098E-48	1.23072218287561E-46	2.010419	534	0.009286311	316	0.000814302159494	1.133028	115	118	0.007410749
endoplasmic reticulum unfolded protein response	636	4.868114E-46	7.99105505660377E-45	2.183207	421	0.00732123	270	0.000102849892	1.162585	85	85	0.00547751
cellular protein complex disassembly	638	5.907915E-46	9.66749727272727E-45	2.131368	444	0.007721202	433	0.009648283926097	1.119527	104	108	0.006701895
viral gene expression	645	5.699972E-45	9.22600119069768E-44	2.284767	372	0.006469115	368	0.002256036906522	1.13811	93	95	0.00599304
cellular response to unfolded protein	651	7.400679E-45	1.18683700092166E-43	2.152923	423	0.00735601	262	9.1097646870229E-05	1.162585	86	86	0.005541951
cellular response to topologically incorrect protein	657	1.829839E-44	2.90768936986301E-43	2.122979	433	0.007529911	244	3.94257614754098E-05	1.162585	92	92	0.005928599
positive regulation of nuclease activity	662	4.539825E-44	7.15948232628399E-43	2.35519	342	0.005947412	332	0.001274735949398	1.162585	67	67	0.004317567
activation of signaling protein activity involved in unfolded protein response	676	1.242075E-42	1.91823417159763E-41	2.349523	332	0.005773511	354	0.001617780335593	1.162585	65	65	0.004188684
regulation of nuclease activity	687	4.031678E-42	6.12674211353712E-41	2.247233	360	0.006260434	402	0.005489629880597	1.14666	72	73	0.004639773
anchoring junction	55	3.058805E-132	7.0352515E-131	2.003745	1514	0.0263286	109	0.020352538577982	1.076865	201	217	0.0129527
melanosome	101	3.735632E-53	4.67878661386139E-52	2.039579	574	0.009981914	80	0.001434160069375	1.13785	92	94	0.005928599
cytosolic ribosome	131	2.453776E-34	2.36948598473282E-33	2.06014	355	0.006173484	108	0.018462780416667	1.114144	92	96	0.005928599
phosphatase binding	70	8.026591E-85	4.22886680114286E-83	2.098718	864	0.01502504	76	0.001588497301053	1.126536	125	129	0.008055162
protein phosphatase binding	90	6.470987E-56	2.65166667288889E-54	2.080573	576	0.01001669	100	0.03716135752	1.122952	85	88	0.00547751
cis-trans isomerase activity	189	4.63831E-21	9.05083983068783E-20	2.049527	213	0.00370409	103	0.046940864	1.162585	44	44	0.002835417
