Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
cellular nitrogen compound metabolic process	10	5.97284E-176	6.23564496E-173	2.011222	1481	0.4194279	2	3.047604084E-09	1.196697	983	4862	0.3225066
heterocycle metabolic process	12	7.995815E-170	6.95635905E-167	2.020065	1432	0.4055508	3	2.11567644E-09	1.202607	946	4656	0.3103675
cellular aromatic compound metabolic process	14	3.324708E-167	2.47928225142857E-164	2.006624	1432	0.4055508	4	1.763082405E-09	1.201794	948	4669	0.3110236
nucleobase-containing compound metabolic process	15	2.683028E-160	1.867387488E-157	2.013726	1379	0.3905409	8	2.62164843E-09	1.203074	911	4482	0.2988845
nucleic acid metabolic process	19	9.44263E-140	5.18847669473684E-137	2.052209	1199	0.3395639	9	3.7874174E-09	1.224613	786	3799	0.257874
gene expression	23	4.295317E-125	1.94970041217391E-122	2.048216	1101	0.3118097	14	4.37919595714286E-08	1.224851	710	3431	0.2329396
RNA metabolic process	28	2.618473E-106	9.76316361428571E-104	2.000833	1008	0.2854715	17	4.20112969411765E-08	1.235213	663	3177	0.2175197
organic cyclic compound biosynthetic process	29	2.701652E-102	9.7259472E-100	2.014446	963	0.2727273	22	3.67278298363636E-07	1.23278	609	2924	0.1998031
cellular nitrogen compound biosynthetic process	30	4.929522E-101	1.715473656E-98	2.022951	945	0.2676296	21	2.6470272E-07	1.238467	598	2858	0.1961942
heterocycle biosynthetic process	31	8.023625E-100	2.70214983870968E-97	2.02883	930	0.2633815	23	3.81671511652174E-07	1.238215	587	2806	0.1925853
aromatic compound biosynthetic process	33	5.397779E-98	1.70766099272727E-95	2.016329	927	0.2625319	24	3.88297791E-07	1.237774	587	2807	0.1925853
nucleobase-containing compound biosynthetic process	37	2.684308E-93	7.57410149189189E-91	2.00539	899	0.2546021	28	9.19765118571429E-07	1.234923	570	2732	0.1870079
catabolic process	38	1.655715E-89	4.54885910526316E-87	2.244199	696	0.1971113	36	1.73705128E-05	1.260068	413	1940	0.1354987
mRNA metabolic process	39	1.265879E-87	3.38866070769231E-85	3.674587	328	0.09289153	1	1.71295344E-10	1.719958	179	616	0.05872703
organic substance catabolic process	40	3.575637E-87	9.33241257E-85	2.321105	639	0.1809686	31	7.11979374193548E-06	1.287622	377	1733	0.1236877
cellular catabolic process	52	8.905491E-73	1.78794857769231E-70	2.244401	576	0.1631266	58	0.00022912848	1.258012	339	1595	0.1112205
viral process	59	1.628742E-67	2.88204516610169E-65	3.221046	300	0.08496177	13	3.79457058461539E-08	1.613379	166	609	0.05446194
symbiosis, encompassing mutualism through parasitism	60	1.637333E-67	2.84895942E-65	3.094469	317	0.08977627	20	1.286274816E-07	1.556696	177	673	0.05807087
multi-organism cellular process	61	4.172454E-67	7.14105241967213E-65	3.206832	300	0.08496177	16	4.071979755E-08	1.608098	166	611	0.05446194
macromolecular complex subunit organization	63	1.397541E-63	2.31592508571429E-61	2.293631	487	0.1379213	70	0.001597777868571	1.263391	273	1279	0.08956693
macromolecular complex	14	8.074467E-149	7.29585768214286E-147	2.018188	1298	0.3676012	20	1.40788428E-06	1.166409	832	4222	0.2729659
intracellular non-membrane-bounded organelle	15	1.082872E-113	9.13222053333333E-112	2.008846	1057	0.2993486	23	0.000174344005	1.159953	652	3327	0.2139108
nuclear part	16	4.623639E-112	3.655564584375E-110	2.200009	880	0.2492212	7	1.476812865E-10	1.302555	544	2472	0.1784777
membrane-enclosed lumen	17	2.7662E-111	2.05837823529412E-109	2.11586	940	0.2662135	13	7.90213193846154E-08	1.238754	586	2800	0.1922572
organelle lumen	18	5.280265E-103	3.71085290277778E-101	2.078115	911	0.2580006	16	1.569770125E-07	1.235449	574	2750	0.1883202
intracellular organelle lumen	19	9.696899E-103	6.45609328157895E-101	2.092435	897	0.2540357	14	9.13607396428571E-08	1.243202	565	2690	0.1853675
nuclear lumen	20	3.110882E-102	1.967632865E-100	2.269366	768	0.2175021	8	8.81731723125E-10	1.321959	465	2082	0.1525591
cytosol	21	4.597839E-101	2.76965063571429E-99	2.085697	890	0.2520532	18	5.13785372222222E-07	1.235023	540	2588	0.1771654
ribonucleoprotein complex	22	3.599417E-97	2.069664775E-95	3.886935	340	0.09629	10	1.190638999E-09	1.625366	173	630	0.05675853
nucleoplasm	25	1.107749E-70	5.60520994E-69	2.300569	535	0.1515152	19	6.94274610526316E-07	1.329683	319	1420	0.1046588
mitochondrion	26	1.655504E-61	8.05466369230769E-60	2.188883	517	0.1464174	31	0.021422738274194	1.179314	316	1586	0.1036745
ribosome	27	3.940925E-58	1.84639634259259E-56	5.510995	143	0.04049844	22	8.68661125E-06	1.831428	69	223	0.0226378
ribosomal subunit	28	2.677854E-49	1.20981618214286E-47	6.735433	102	0.028887	24	0.000192273516875	1.944185	45	137	0.01476378
cytosolic ribosome	29	4.69555E-46	2.04823129310345E-44	7.938673	84	0.02378929	21	6.20390938095238E-06	2.342923	38	96	0.01246719
cytosolic part	31	2.11126E-42	8.61530290322581E-41	4.798049	118	0.0334183	28	0.013437092035714	1.584369	53	198	0.01738845
nucleolus	36	6.457951E-33	2.26925222638889E-31	2.336863	246	0.06966865	37	0.032919368513514	1.276107	141	654	0.04625984
small ribosomal subunit	38	1.290048E-31	4.29450189473684E-30	7.704688	58	0.01642594	30	0.017342930733333	2.06694	22	63	0.007217848
perinuclear region of cytoplasm	39	3.456845E-31	1.12125869871795E-29	2.41836	218	0.06173888	35	0.028346073014286	1.327283	111	495	0.03641732
spliceosomal complex	41	1.16025E-28	3.57979573170732E-27	4.128115	92	0.02605494	26	0.004703742428846	1.729567	45	154	0.01476378
cytosolic small ribosomal subunit	43	2.832687E-26	8.33336989534884E-25	9.244556	42	0.01189465	25	0.004233257732	2.580061	17	39	0.005577428
nucleoside phosphate binding	8	1.275357E-87	5.87939577E-85	2.048955	815	0.2308128	8	0.002070543698	1.19606	468	2316	0.1535433
nucleotide binding	9	2.060424E-87	8.44315968E-85	2.048101	814	0.2305296	9	0.002284100923556	1.19402	467	2315	0.1532152
RNA binding	11	2.00533E-77	6.72332458181818E-75	2.864469	405	0.1146984	3	4.75645048E-08	1.494424	229	907	0.07513123
enzyme binding	26	6.118521E-46	8.67888671076923E-44	2.0545	448	0.1268762	4	2.608339844E-05	1.355797	268	1170	0.08792651
structural constituent of ribosome	27	3.853929E-43	5.26418153777778E-41	5.777408	101	0.02860379	10	0.003785097664	1.824083	49	159	0.01607612
histone binding	168	1.258287E-06	2.76223955714286E-05	2.16321	48	0.01359388	11	0.021724220996364	1.871809	37	117	0.01213911
