Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
apoptotic signaling pathway	210	8.494591E-178	4.22302524E-176	2.097072	1822	0.02988012	239	1.3278609790795E-05	1.133999	259	283	0.01778846
intrinsic apoptotic signaling pathway	313	3.114385E-115	1.03879167412141E-113	2.317104	947	0.01553045	283	7.37944206360424E-05	1.174831	128	135	0.008791209
cellular response to external stimulus	354	4.17438E-107	1.23108833898305E-105	2.042512	1169	0.01917116	476	0.010816956378151	1.115172	162	180	0.01112637
transforming growth factor beta receptor signaling pathway	361	1.262112E-103	3.6499859501385E-102	2.195286	955	0.01566164	367	0.00092401026376	1.160408	118	126	0.008104396
viral life cycle	377	4.792146E-99	1.32705581538462E-97	2.363945	780	0.01279171	202	1.63507093663366E-06	1.189516	144	150	0.00989011
mRNA catabolic process	411	5.246808E-88	1.33276582773723E-86	2.107109	889	0.01457927	105	4.94167755428572E-13	1.225684	183	185	0.01256868
nuclear-transcribed mRNA catabolic process	412	5.47858E-88	1.38826153398058E-86	2.156791	842	0.01380849	101	2.30325212673267E-13	1.231959	173	174	0.01188187
Ras protein signal transduction	414	1.278782E-87	3.22475460869565E-86	2.031554	967	0.01585844	510	0.0182922372	1.124022	127	140	0.008722527
establishment of protein localization to membrane	417	1.396237E-86	3.4956149352518E-85	2.044007	941	0.01543205	177	1.3931277559322E-07	1.185207	176	184	0.01208791
viral gene expression	438	1.669358E-80	3.97901769863014E-79	2.757007	476	0.007806222	203	1.65444582857143E-06	1.226037	94	95	0.006456044
Notch signaling pathway	450	3.300192E-77	7.65644544E-76	2.02522	857	0.01405448	556	0.030307282446043	1.126436	110	121	0.007554945
macromolecular complex disassembly	458	6.670515E-76	1.52052787336245E-74	2.266851	649	0.01064336	249	2.56037645783132E-05	1.183181	127	133	0.008722527
protein targeting to membrane	489	4.464838E-72	9.53229217177914E-71	2.065485	761	0.01248012	200	1.383893514E-06	1.189845	145	151	0.009958791
translational initiation	490	1.142124E-71	2.43342337959184E-70	2.144754	692	0.01134854	168	7.92476164285714E-08	1.205363	143	147	0.009821429
protein complex disassembly	503	2.385095E-69	4.95037610337972E-68	2.24878	602	0.009872575	276	6.42239295652174E-05	1.18054	121	127	0.00831044
cellular response to oxidative stress	507	5.660641E-69	1.16562311715976E-67	2.008509	780	0.01279171	440	0.004657794136364	1.152127	106	114	0.00728022
response to topologically incorrect protein	522	6.777798E-66	1.3555596E-64	2.038682	717	0.01175853	242	1.63235482809917E-05	1.179262	138	145	0.009478022
translational elongation	528	3.095454E-65	6.12055677272727E-64	2.351225	515	0.008445807	224	4.74136328571429E-06	1.206184	110	113	0.007554945
cellular protein complex disassembly	531	6.9139E-65	1.35934305084746E-63	2.340442	517	0.008478607	278	6.50125838848921E-05	1.193188	104	108	0.007142857
translational termination	536	3.202584E-64	6.2378688358209E-63	2.586615	422	0.006920642	226	5.08783237168142E-06	1.225157	88	89	0.006043956
structural constituent of ribosome	85	5.368186E-66	2.32916117270588E-64	2.133188	644	0.01056136	34	1.45117918823529E-09	1.215701	156	159	0.01071429
ribonucleoprotein complex binding	126	1.492852E-34	4.36955410793651E-33	2.127194	331	0.005428276	95	0.009605298947368	1.198454	59	61	0.004052198
cis-trans isomerase activity	185	1.524291E-23	3.03869470702703E-22	2.087055	230	0.003771914	114	0.029557828624562	1.210919	43	44	0.002953297
DNA-directed RNA polymerase activity	188	1.667356E-23	3.27085581276596E-22	2.230875	197	0.003230726	89	0.004063757474157	1.23908	43	43	0.002953297
peptidyl-prolyl cis-trans isomerase activity	192	9.081167E-23	1.74434082791667E-21	2.094204	220	0.003607918	118	0.042064265355932	1.209578	41	42	0.002815934
cell cortex	56	1.528154E-151	3.45199073214286E-150	2.093585	1560	0.02558342	120	0.017272594625	1.096793	185	209	0.01270604
ribosome	84	9.481674E-79	1.42789495357143E-77	2.00402	898	0.01472686	37	1.19468924864865E-11	1.200185	216	223	0.01483516
cytosolic ribosome	95	3.697321E-68	4.92327480526316E-67	2.539325	464	0.007609427	71	4.40923233098591E-05	1.200358	93	96	0.006387363
melanosome	98	1.009734E-65	1.30338113265306E-64	2.13787	638	0.01046296	105	0.004305019085714	1.159989	88	94	0.006043956
ribosomal subunit	105	3.877485E-61	4.67144621428571E-60	2.175752	569	0.009331387	47	2.70324309574468E-08	1.211947	134	137	0.009203297
endoplasmic reticulum-Golgi intermediate compartment	129	1.512984E-47	1.48366260465116E-46	2.160306	446	0.007314233	81	0.000273909044444	1.219719	63	64	0.004326923
DNA packaging complex	133	6.99781E-47	6.65581176691729E-46	2.470444	332	0.005444676	137	0.035233444817518	1.123278	97	107	0.006662088
large ribosomal subunit	147	2.536943E-38	2.1831516292517E-37	2.301427	310	0.005083884	69	3.49983883333333E-05	1.222559	74	75	0.005082418
cleavage furrow	155	1.807401E-35	1.47507242903226E-34	2.320123	281	0.004608295	123	0.020350229837398	1.208103	39	40	0.002678571
cytosolic large ribosomal subunit	156	4.952014E-35	4.0155754551282E-34	2.535562	233	0.003821113	94	0.002108643303191	1.215701	52	53	0.003571429
methyltransferase complex	157	1.555917E-34	1.25365286942675E-33	2.02257	374	0.00613346	60	1.468964805E-05	1.23908	66	66	0.004532967
histone methyltransferase complex	159	1.937875E-33	1.54176847484277E-32	2.010566	367	0.006018663	63	2.15162243650794E-05	1.23908	64	64	0.004395604
nucleolar part	168	2.066172E-30	1.55577832142857E-29	2.693762	180	0.002951933	109	0.006349823013761	1.23908	35	35	0.002403846
spindle microtubule	173	2.781936E-29	2.03419019653179E-28	2.123164	279	0.004575496	111	0.008573373391892	1.211545	44	45	0.003021978
autophagic vacuole	174	2.806224E-29	2.04015710344828E-28	2.15666	269	0.004411499	123	0.020350229837398	1.208103	39	40	0.002678571
small ribosomal subunit	189	1.034813E-26	6.92612933862434E-26	2.069241	269	0.004411499	97	0.00222993156701	1.199744	61	63	0.00418956
cis-Golgi network	204	5.702367E-24	3.53602659558824E-23	2.1792	212	0.003476721	125	0.02008923224	1.23908	29	29	0.001991758
endoplasmic reticulum-Golgi intermediate compartment membrane	218	8.447883E-22	4.90209724541284E-21	2.211939	185	0.003033931	136	0.035164070036765	1.23908	26	26	0.001785714
mitochondrial nucleoid	240	6.136633E-18	3.23451697708333E-17	2.029727	183	0.003001132	98	0.002412118780612	1.23908	40	40	0.002747253
transcription elongation factor complex	264	6.978333E-16	3.3437845625E-15	2.094212	148	0.002427145	115	0.011464596	1.23908	32	32	0.002197802
