Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
actin cytoskeleton organization	220	1.216011E-245	5.77052492727273E-244	2.051484	2647	0.04038077	332	0.000853198308434	1.099866	303	339	0.02066708
alcohol metabolic process	259	1.228469E-211	4.95182098841699E-210	2.0872	2193	0.03345487	163	6.47535555828221E-06	1.129296	290	316	0.01978037
apoptotic signaling pathway	292	7.289678E-185	2.60630953150685E-183	2.077081	1940	0.02959528	172	8.00510065116279E-06	1.134883	261	283	0.01780233
negative regulation of phosphorylation	317	4.591243E-168	1.51206867255521E-166	2.03117	1863	0.02842062	347	0.001332790257061	1.114072	220	243	0.0150058
response to oxygen levels	326	1.627834E-163	5.21306348466258E-162	2.049624	1773	0.02704764	308	0.000551175054545	1.121508	216	237	0.01473297
phospholipid metabolic process	329	1.549351E-159	4.91648159270517E-158	2.011158	1813	0.02765785	149	2.15239167785235E-06	1.142015	258	278	0.01759771
negative regulation of protein phosphorylation	331	3.010742E-158	9.4961167613293E-157	2.031452	1754	0.02675779	343	0.001270961947522	1.117699	208	229	0.0141873
negative regulation of transferase activity	339	3.492345E-156	1.07551863716814E-154	2.166659	1487	0.02268463	250	0.00014819650992	1.142197	181	195	0.01234568
response to hypoxia	350	6.671931E-149	1.990141704E-147	2.036772	1640	0.02501869	314	0.000617044230573	1.12475	202	221	0.01377805
response to decreased oxygen levels	351	1.145639E-148	3.40754164102564E-147	2.023086	1665	0.02540007	298	0.000449662010738	1.126167	205	224	0.01398268
negative regulation of kinase activity	352	1.879649E-148	5.57486805681818E-147	2.166881	1413	0.02155574	269	0.000206348734572	1.143603	171	184	0.0116636
negative regulation of protein kinase activity	385	5.226805E-132	1.4173466025974E-130	2.121123	1319	0.02012174	278	0.000259364224748	1.145679	162	174	0.01104972
negative regulation of intracellular protein kinase cascade	466	5.332472E-106	1.19465681716738E-104	2.026952	1180	0.01800125	247	0.000118063593036	1.159093	146	155	0.009958393
response to reactive oxygen species	508	8.540967E-96	1.75526959606299E-94	2.195868	882	0.01345517	402	0.003228188238806	1.144692	120	129	0.008184981
intrinsic apoptotic signaling pathway	520	2.977914E-93	5.97873503076923E-92	2.119005	931	0.01420268	358	0.001551688159777	1.148507	126	135	0.00859423
sterol metabolic process	531	2.701779E-89	5.31197227118644E-88	2.173907	840	0.01281445	618	0.022380302330097	1.127137	109	119	0.007434691
negative regulation of MAPK cascade	534	5.153432E-89	1.00752490786517E-87	2.128342	879	0.01340941	425	0.004438152084706	1.152236	103	110	0.007025442
Notch signaling pathway	548	7.030251E-86	1.33933978905109E-84	2.046575	931	0.01420268	583	0.018421191972556	1.128846	111	121	0.007571107
negative regulation of sequence-specific DNA binding transcription factor activity	552	4.755689E-85	8.9944552826087E-84	2.038431	931	0.01420268	522	0.012795044	1.135886	108	117	0.007366483
cholesterol metabolic process	559	6.662601E-84	1.24432118855098E-82	2.195681	771	0.01176183	687	0.035549795633188	1.12704	98	107	0.006684401
kinase binding	38	6.471821E-283	6.28107259157895E-281	2.049104	3049	0.0465134	24	9.06091812E-11	1.148702	393	421	0.02680581
protein kinase binding	40	2.207344E-267	2.035171168E-265	2.075582	2798	0.04268432	26	9.58443539384616E-10	1.149373	354	379	0.02414569
actin binding	46	1.178304E-248	9.44692424347826E-247	2.02377	2769	0.04224192	44	0.000810922888182	1.101726	325	363	0.02216766
small GTPase regulator activity	48	6.201197E-228	4.76458636166667E-226	2.046323	2474	0.03774161	54	0.014523016177778	1.092058	276	311	0.01882546
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	94	9.710451E-73	3.80980247744681E-71	2.089964	747	0.01139571	63	0.037450890692064	1.135886	108	117	0.007366483
actin cytoskeleton	41	6.688733E-289	2.0637188402439E-287	2.110996	2902	0.04427087	52	0.001238294876923	1.089031	354	400	0.02414569
anchoring junction	48	1.12466E-203	2.96394770833333E-202	2.191984	1888	0.028802	47	0.000812121118085	1.1228	198	217	0.01350522
adherens junction	50	5.55352E-193	1.40504056E-191	2.201188	1773	0.02704764	56	0.002147585530357	1.119795	182	200	0.01241389
cell cortex	54	2.265768E-176	5.30777133333333E-175	2.144746	1718	0.0262086	35	5.66953121428571E-05	1.142227	194	209	0.01323239
cell-substrate junction	69	1.822328E-148	3.34093466666667E-147	2.301767	1240	0.01891657	64	0.003609299976563	1.13522	131	142	0.00893527
focal adhesion	70	4.294954E-142	7.76159544285714E-141	2.345053	1142	0.01742155	55	0.0021590399	1.146002	122	131	0.008321397
cell-substrate adherens junction	72	7.989986E-137	1.40379615138889E-135	2.296303	1148	0.01751308	63	0.003280179134921	1.139392	125	135	0.008526021
cell cortex part	81	1.042826E-120	1.62861097530864E-119	2.429699	903	0.01377553	98	0.021668197908163	1.13403	94	102	0.006411568
ruffle	87	5.098827E-103	7.41381167241379E-102	2.049138	1116	0.01702491	73	0.006077432568493	1.131741	126	137	0.00859423
actomyosin	91	2.508108E-94	3.48654573626374E-93	2.730143	569	0.008680264	92	0.01393712375	1.185797	53	55	0.003615033
melanosome	107	1.194728E-76	1.41245880373832E-75	2.194421	704	0.01073973	80	0.00882409763125	1.151998	88	94	0.006002319
actin filament bundle	109	2.455099E-75	2.8492662706422E-74	2.669996	470	0.00716999	84	0.01027256502381	1.204362	46	47	0.003137576
stress fiber	111	1.183008E-73	1.34820281081081E-72	2.67083	459	0.007002182	90	0.013966888894445	1.203198	44	45	0.00300116
myosin complex	152	9.339558E-43	7.77272425657895E-42	2.041839	457	0.006971671	104	0.037043153125	1.155965	62	66	0.004228907
phagocytic vesicle	159	8.168648E-40	6.49895579874214E-39	2.050032	420	0.006407225	104	0.037043153125	1.155965	62	66	0.004228907
cell division site part	170	5.219553E-36	3.88396149705882E-35	2.216224	315	0.004805419	60	0.002784501133333	1.230544	43	43	0.002932951
cleavage furrow	174	5.390354E-34	3.91884931609195E-33	2.235035	291	0.004439292	67	0.004653710320896	1.230544	40	40	0.002728327
