Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
regionalization	84	6.219794E-262	7.7303154E-260	2.212248	2365	0.04212758	62	8.29414892903226E-06	1.296887	200	300	0.02156567
muscle organ development	143	1.891028E-173	1.38058267972028E-171	2.075408	1819	0.03240172	61	6.71630358688525E-06	1.318993	179	264	0.01930127
cell fate commitment	144	5.320938E-173	3.85768005E-171	2.079425	1806	0.03217015	30	3.67744476E-08	1.406891	162	224	0.01746819
spinal cord development	171	5.195366E-149	3.17190766315789E-147	2.676472	934	0.01663728	50	8.422912656E-07	1.59795	69	84	0.007440155
anterior/posterior pattern specification	175	6.349479E-147	3.78791775771429E-145	2.137025	1440	0.02565062	157	0.002476642631847	1.276935	128	195	0.01380203
central nervous system neuron differentiation	182	4.335976E-141	2.48723018901099E-139	2.121035	1407	0.02506279	31	4.21052272258065E-08	1.483938	119	156	0.01283157
cell differentiation in spinal cord	200	1.315204E-122	6.86536488E-121	2.93866	658	0.01172091	39	1.83222535384615E-07	1.789705	46	50	0.004960104
locomotory behavior	218	9.246195E-113	4.42799430275229E-111	2.079774	1177	0.02096582	101	0.00027731151802	1.349573	111	160	0.01196895
embryonic skeletal system development	250	2.266763E-95	9.466002288E-94	2.167267	903	0.01608507	174	0.0038951454	1.346768	81	117	0.008734095
cell fate specification	259	1.848646E-91	7.45168503474904E-90	2.4314	680	0.01211279	143	0.00148341521958	1.496408	50	65	0.005391417
hindbrain development	261	2.833437E-90	1.1333748E-88	2.043032	982	0.0174923	197	0.007308158984772	1.323463	83	122	0.008949752
ear morphogenesis	262	1.009798E-89	4.02377523664122E-88	2.091473	922	0.01642352	76	6.4748358E-05	1.446087	84	113	0.00905758
neuron fate commitment	274	3.0898E-84	1.17728145985401E-82	2.38979	647	0.01152496	73	5.81092545205479E-05	1.600192	51	62	0.005499245
skeletal muscle organ development	281	4.334694E-80	1.61046994163701E-78	2.051378	861	0.01533693	211	0.008952087241706	1.312326	85	126	0.009165409
dorsal spinal cord development	294	2.019132E-75	7.16997893877551E-74	3.617897	299	0.005326066	126	0.00078442506	1.856907	21	22	0.002264395
nephron development	296	6.247888E-74	2.20364698378378E-72	2.127954	727	0.01295	219	0.009584458684932	1.382826	59	83	0.006361872
lens development in camera-type eye	302	2.53904E-72	8.77734357615894E-71	2.359685	568	0.01011774	135	0.001111243653333	1.513035	49	63	0.005283589
kidney epithelium development	306	2.489487E-71	8.49354388235294E-70	2.271665	606	0.01079463	311	0.031885307536978	1.389522	45	63	0.004852275
metanephros development	312	1.684895E-68	5.63791788461538E-67	2.072534	716	0.01275406	146	0.001738632550685	1.440986	60	81	0.0064697
nephron epithelium morphogenesis	319	3.583325E-67	1.17272454545455E-65	2.899643	364	0.006483906	326	0.037855920368098	1.556265	24	30	0.00258788
anchored to membrane	48	6.077053E-92	1.60155667604167E-90	2.145902	890	0.01585351	16	0.000433774113438	1.361732	98	140	0.01056718
axon part	51	1.412753E-87	3.50418146078431E-86	2.068363	924	0.01645915	23	0.004868358	1.334401	83	121	0.008949752
collagen	62	2.009461E-63	4.09994865322581E-62	2.052008	678	0.01207717	18	0.001259535902778	1.397616	74	103	0.007979297
anchored to plasma membrane	66	1.012209E-58	1.94006725E-57	2.865582	323	0.005753576	19	0.004476920221053	1.621109	30	36	0.00323485
cation channel activity	21	1.420293E-173	2.49430504E-171	2.05044	1874	0.03338143	2	1.0719975984E-06	1.353893	190	273	0.02048738
voltage-gated cation channel activity	31	5.556637E-123	6.61060556645161E-121	2.225933	1100	0.01959422	9	0.000335207565156	1.395564	99	138	0.01067501
extracellular matrix structural constituent	34	5.773922E-121	6.26300715764706E-119	2.676329	757	0.01348439	7	0.0002983986616	1.518307	64	82	0.006901014
voltage-gated ion channel activity	37	9.490169E-118	9.45939007351351E-116	2.056638	1263	0.02249773	21	0.008374309988571	1.282636	120	182	0.0129394
voltage-gated calcium channel activity	70	4.058286E-64	2.13813696685714E-62	2.810409	365	0.006501719	35	0.047918974285714	1.556265	28	35	0.003019193
hormone activity	76	5.951657E-56	2.88811987052632E-54	2.054889	594	0.01058088	30	0.01997944496	1.331016	78	114	0.00841061
enhancer sequence-specific DNA binding	113	6.240963E-37	2.0368735879646E-35	2.389775	276	0.004916368	16	0.003292030965	1.74409	26	29	0.002803537
enhancer binding	114	1.857194E-36	6.00818550175439E-35	2.316954	290	0.005165749	23	0.009975950205217	1.650584	28	33	0.003019193
